44772.68361	5.31
44772.68361	4.26
44772.68361	3.22
44772.68361	2.19
44772.68361	2.17
44772.68361	2.14
44772.68361	2.12
44772.68361	3.1
44772.68361	3.81
44772.68361	5.28
44772.68361	6.22
44772.68361	7.66
44772.68361	8.58
44772.68361	8.49
44772.68361	8.16
44772.68361	6.57
44772.68361	6
44772.68361	6.68
44772.68361	9.6
44772.68361	15.25
44772.68361	22.09
44772.68361	29.12
44772.68361	35.58
44772.68361	40.47
44772.68361	44.56
44772.68361	48.11
44772.68361	52.62
44772.68361	56.08
44772.68361	58.75
44772.68361	59.64
44772.68361	59.01
44772.68361	56.13
44772.68361	51.76
44772.68361	45.67
44772.68361	39.14
44772.68361	31.66
44772.68361	25.24
44772.68361	18.63
44772.68361	13.82
44772.68361	9.81
44772.68361	6.58
44772.68361	3.88
44772.68361	0.45
44772.68361	-4.19
44772.68361	-9.79
44772.68361	-14.59
44772.68361	-19.84
44772.68361	-24.3
44772.68361	-27.95
44772.68361	-29.57
44772.68361	-29.92
44772.68361	-28.52
44772.68361	-26.62
44772.68361	-25.23
44772.68361	-24.11
44772.68361	-24.24
44772.68361	-24.86
44772.68361	-25.73
44772.68361	-26.83
44772.68361	-28.17
44772.68361	-28.75
44772.68361	-28.81
44772.68361	-28.37
44772.68361	-26.43
44772.68361	-25.25
44772.68361	-24.83
44772.68361	-24.16
44772.68361	-24.74
44772.68361	-24.32
44772.68361	-24.39
44772.68361	-24.46
44772.68361	-24.52
44772.68361	-24.33
44772.68361	-24.89
44772.68361	-25.69
44772.68361	-25.73
44772.68361	-25.01
44772.68361	-24.05
44772.68361	-22.34
44772.68361	-19.89
44772.68361	-16.47
44772.68361	-14.32
44772.68361	-12.44
44772.68361	-11.57
44772.68361	-11.97
44772.68361	-12.1
44772.68361	-11.23
44772.68361	-8.87
44772.68361	-5.03
44772.68361	0.28
44772.68361	6.03
44772.68361	11.99
44772.68361	17.39
44772.68361	20.48
44772.68361	22.05
44772.68361	21.6
44772.68361	20.39
44772.68361	18.7
44772.68361	17.77
44772.68361	16.84
44772.68361	16.17
44772.68361	15.76
44772.68361	14.59
44772.68361	12.94
44772.68361	11.04
44772.68361	9.67
44772.68361	8.55
44772.68361	8.95
44772.68361	9.33
44772.68361	9.22
44772.68361	8.6
44772.68361	6.49
44772.68361	2.64
44772.68361	-2.42
44772.68361	-7.18
44772.68361	-11.65
44772.68361	-13.83
44772.68361	-15.48
44772.68361	-14.62
44772.68361	-13.01
44772.68361	-12.17
44772.68361	-12.83
44772.68361	-14.98
44772.68361	-16.61
44772.68361	-18.72
44772.68361	-19.32
44772.68361	-18.4
44772.68361	-17.49
44772.68361	-16.08
44772.68361	-15.44
44772.68361	-16.05
44772.68361	-16.65
44772.68361	-16.24
44772.68361	-16.08
44772.68361	-14.43
44772.68361	-13.78
44772.68361	-13.39
44772.68361	-13.75
44772.68361	-15.36
44772.68361	-16.7
44772.68361	-18.02
44772.68361	-20.58
44772.68361	-23.61
44772.68361	-27.11
44772.68361	-31.33
44772.68361	-35.5
44772.68361	-40.13
44772.68361	-43.46
44772.68361	-46
44772.68361	-48.27
44772.68361	-50.75
44772.68361	-51.46
44772.68361	-50.65
44772.68361	-48.84
44772.68361	-46.04
44772.68361	-42
44772.68361	-38
44772.68361	-33.28
44772.68361	-28.35
