44772.67908	3.96
44772.67908	2.92
44772.67908	1.38
44772.67908	-0.64
44772.67908	-2.15
44772.67908	-3.39
44772.67908	-4.12
44772.67908	-4.34
44772.67908	-4.56
44772.67908	-5.03
44772.67908	-5.24
44772.67908	-5.7
44772.67908	-6.15
44772.67908	-6.6
44772.67908	-7.29
44772.67908	-7.73
44772.67908	-7.66
44772.67908	-7.59
44772.67908	-6.52
44772.67908	-5.46
44772.67908	-4.41
44772.67908	-3.86
44772.67908	-4.32
44772.67908	-4.53
44772.67908	-4.73
44772.67908	-4.43
44772.67908	-3.64
44772.67908	-3.1
44772.67908	-2.56
44772.67908	-2.28
44772.67908	-1.75
44772.67908	-1.72
44772.67908	-2.2
44772.67908	-2.92
44772.67908	-3.13
44772.67908	-2.84
44772.67908	-3.06
44772.67908	-3.02
44772.67908	-3.23
44772.67908	-2.69
44772.67908	-2.15
44772.67908	-1.37
44772.67908	-0.59
44772.67908	0.42
44772.67908	1.18
44772.67908	1.94
44772.67908	2.68
44772.67908	2.92
44772.67908	2.9
44772.67908	1.89
44772.67908	1.38
44772.67908	0.38
44772.67908	-0.86
44772.67908	-1.59
44772.67908	-1.32
44772.67908	-0.8
44772.67908	0.47
44772.67908	1.73
44772.67908	2.97
44772.67908	3.96
44772.67908	4.18
44772.67908	4.15
44772.67908	3.87
44772.67908	3.6
44772.67908	3.57
44772.67908	3.55
44772.67908	3.52
44772.67908	2.99
44772.67908	2.47
44772.67908	1.71
44772.67908	1.19
44772.67908	0.94
44772.67908	1.18
44772.67908	1.43
44772.67908	1.92
44772.67908	2.15
44772.67908	2.39
44772.67908	2.12
44772.67908	1.85
44772.67908	1.59
44772.67908	1.33
44772.67908	1.07
44772.67908	1.06
44772.67908	1.05
44772.67908	1.04
44772.67908	2.04
44772.67908	3.27
44772.67908	4.49
44772.67908	5.45
44772.67908	6.15
44772.67908	6.09
44772.67908	5.78
44772.67908	4.72
44772.67908	3.68
44772.67908	2.64
44772.67908	1.86
44772.67908	0.59
44772.67908	-0.42
44772.67908	-0.93
44772.67908	-1.92
44772.67908	-2.91
44772.67908	-3.89
44772.67908	-4.36
44772.67908	-4.82
44772.67908	-5.03
44772.67908	-5.23
44772.67908	-5.44
44772.67908	-6.14
44772.67908	-7.08
44772.67908	-7.52
44772.67908	-7.94
44772.67908	-7.87
44772.67908	-7.29
44772.67908	-6.22
44772.67908	-4.65
44772.67908	-3.6
44772.67908	-2.56
44772.67908	-1.53
44772.67908	-0.51
44772.67908	0.01
44772.67908	0.02
44772.67908	-0.47
44772.67908	-0.71
44772.67908	-1.19
44772.67908	-1.67
44772.67908	-1.4
44772.67908	-1.38
44772.67908	-0.6
44772.67908	0.16
44772.67908	0.67
44772.67908	1.68
44772.67908	2.42
44772.67908	2.66
44772.67908	2.89
44772.67908	2.63
44772.67908	2.61
44772.67908	2.59
44772.67908	3.08
44772.67908	4.56
44772.67908	5.77
44772.67908	7.47
44772.67908	8.16
44772.67908	9.09
44772.67908	9.76
44772.67908	10.42
44772.67908	11.32
44772.67908	11.47
44772.67908	10.36
44772.67908	7.76
44772.67908	3.93
44772.67908	1.13
44772.67908	-1.38
44772.67908	-2.38
44772.67908	-3.37
44772.67908	-4.34
44772.67908	-5.31
44772.67908	-7.27
44772.67908	-8.45
44772.67908	-9.63
44772.67908	-10.29
44772.67908	-10.45
44772.67908	-10.1
44772.67908	-9.76
44772.67908	-9.92
44772.67908	-9.32
44772.67908	-8.98
44772.67908	-8.14
44772.67908	-8.05
44772.67908	-7.47
44772.67908	-6.89
44772.67908	-5.81
44772.67908	-4.74
44772.67909	-3.44
44772.67909	-2.14
44772.67909	-0.35
44772.67909	1.17
44772.67909	2.17
44772.67909	3.17
44772.67909	2.65
44772.67909	1.89
44772.67909	1.14
44772.67909	-0.11
44772.67909	-0.84
44772.67909	-1.82
44772.67909	-2.54
44772.67909	-3.75
44772.67909	-4.95
44772.67909	-6.14
44772.67909	-7.07
44772.67909	-7.24
44772.67909	-6.4
44772.67909	-4.57
44772.67909	-2.01
44772.67909	0.78
44772.67909	3.54
44772.67909	5.78
44772.67909	7.25
44772.67909	8.45
44772.67909	9.14
44772.67909	9.82
44772.67909	10
44772.67909	10.42
44772.67909	10.83
44772.67909	11.25
44772.67909	11.15
44772.67909	10.8
44772.67909	10.46
44772.67909	10.12
44772.67909	10.28
44772.67909	10.18
44772.67909	10.09
44772.67909	9.99
44772.67909	9.4
44772.67909	8.8
44772.67909	7.72
44772.67909	6.64
44772.67909	5.57
44772.67909	4.51
44772.67909	3.2
44772.67909	2.41
44772.67909	1.63
44772.67909	1.1
44772.67909	0.83
44772.67909	0.31
44772.67909	0.04
44772.67909	-0.47
44772.67909	-1.48
44772.67909	-2.48
44772.67909	-3.72
44772.67909	-4.44
44772.67909	-4.41
44772.67909	-3.63
44772.67909	-2.36
44772.67909	-0.6
44772.67909	0.9
44772.67909	2.13
44772.67909	2.85
44772.67909	3.07
44772.67909	2.28
44772.67909	1.75
44772.67909	0.97
44772.67909	0.45
44772.67909	0.19
44772.67909	-0.08
44772.67909	-0.09
44772.67909	-0.35
44772.67909	-0.36
44772.67909	-0.37
44772.67909	-0.87
44772.67909	-0.88
44772.67909	-1.38
44772.67909	-1.88
44772.67909	-3.37
44772.67909	-5.1
44772.67909	-6.31
44772.67909	-6.01
44772.67909	-4.71
44772.67909	-1.68
44772.67909	1.83
44772.67909	5.31
44772.67909	8.25
44772.67909	10.17
44772.67909	11.07
44772.67909	11.45
44772.67909	11.83
44772.67909	12.46
44772.67909	13.33
44772.67909	14.44
44772.67909	15.04
44772.67909	14.88
44772.67909	13.71
44772.67909	12.31
44772.67909	11.42
44772.67909	10.28
44772.67909	9.91
44772.67909	9.03
44772.67909	8.66
44772.67909	8.05
44772.67909	7.93
44772.67909	7.82
44772.67909	8.21
44772.67909	9.09
44772.67909	9.97
44772.67909	10.83
44772.67909	11.18
44772.67909	10.53
44772.67909	9.14
44772.67909	7.25
44772.67909	5.38
44772.67909	3.53
44772.67909	2.45
44772.67909	1.12
44772.67909	0.05
44772.67909	-1
44772.67909	-1.05
44772.67909	-1.34
44772.67909	-1.38
44772.67909	-1.17
44772.67909	-0.96
44772.67909	-1.01
44772.67909	-0.8
44772.67909	-0.6
44772.67909	-0.4
44772.67909	0.05
44772.67909	0.25
44772.67909	-0.05
44772.67909	-0.36
44772.67909	-1.16
44772.67909	-2.2
44772.67909	-3.48
44772.67909	-4.25
44772.67909	-5.51
44772.67909	-6.51
44772.67909	-7
44772.67909	-6.99
44772.67909	-6.97
44772.67909	-6.95
44772.67909	-7.18
44772.67909	-7.41
44772.67909	-7.14
44772.67909	-6.87
44772.67909	-6.84
44772.67909	-7.07
44772.67909	-7.79
44772.67909	-8.51
44772.67909	-9.22
44772.67909	-9.67
44772.67909	-9.62
44772.67909	-9.56
44772.67909	-9.5
44772.67909	-8.94
44772.67909	-8.89
44772.67909	-8.59
44772.67909	-8.53
44772.67909	-8.98
44772.67909	-9.17
44772.67909	-9.61
44772.67909	-9.29
44772.67909	-7.97
44772.67909	-6.42
44772.67909	-5.12
44772.67909	-4.09
44772.67909	-3.07
44772.67909	-2.55
44772.67909	-2.79
44772.67909	-2.78
44772.67909	-3.02
44772.67909	-2.5
44772.67909	-2.49
44772.67909	-1.98
44772.67909	-1.72
44772.67909	-1.72
44772.67909	-2.22
44772.67909	-2.71
44772.67909	-3.19
44772.67909	-2.67
44772.67909	-2.16
44772.67909	-1.15
44772.67909	-0.14
44772.67909	0.35
44772.67909	0.09
44772.67909	-0.42
44772.67909	-1.43
